,text
424252,"Items Selected:
Beso
Cacahuate
Oreja
Carrot Cake
Guava Cheese Turnover
Tres Leches
Cheese Cornbread

Continuing to weave a path through Las Vegas' ethnic pastry shops it was just after 4:30pm that a stop was made at West Charleston's Panaderia Y Pasteleria Latina, the pastries confirmed to all be made in house by a Spanish speaking colleague but the service as disheveled as the shop itself, a small market with all sorts of novelty items at the left while the bakery and kitchen comprise the other half, no labels found on any of the goods and the ladies behind the counter busy chatting and making themselves coffee while offering the bare minimum of help.

Thankfully accustomed to some of the items, though further research afterward was necessary to determine their proper names, it was with $9 even exchanged for eight items that goods were bagged before making way to the parking lot, a replacement slice of carrot cake requested when the middle-aged woman decided to spin and flip the plastic clamshell container within the bag.

Bordering on racist in their behavior to my presence after watching the staff of Panaderia Y Pasteleria Latina greet parties both before and after with warm smiles and plenty of help, it was with pictures taken that first bites of the turnover showed the unexpectedly sour cream cheese to complete overwhelm the bright red layer of guava, a distinctly different off-putting flavor marring the 2-for-1 ""Peanut and Cream"" Cacahuates with dough so dry that two small bites left the mouth completely parched for saliva.

More successful with a block of cornbread that saw fresh cheese enliven the otherwise sweet and toothsome base, and likewise with the familiar Oreja that riffed on a palmier or crispy elephant ear, it was again in pronounced dryness that the granulated sugar Beso did dwell, the half moistened by cream at the very least edible while the other was left for rats or airborn fowl.

Hoping that cakes would at least offer a textural upgrade on the pastries it was finally in two of a half-dozen options that plastic spoon was plunged, and although the carrot cake was serviceable if not memorable the tres leches was actually an excellent representation of the milk-soaked classic, the jam helping to offset a top sweet like fondant while the white cake layers were separated by lightly whipped ribbons of cream and an additional layer of guava.

** Setting aside issues of service that really did strike me as more than just disinterested or rude the bargain basement prices at Panaderia Y Pasteleria Latina simply aren't enough to justify the general low quality of the product in general, not with better locations just a few miles up the road."
430782,Yea this pub is really nice too bad the owner is racist. Me and my buddies were having a good time in this pub til one of the bartenders told us that we had to leave. That same bartender even apologized in advance before telling us that we were kicked out. When asked why we were being kicked out the only explanation we got is its the owners bar. Why I say he is racist because the rest of the people who were in the bar that were more loud and rowdy then us were white like he was. Come on dude. The 2 bartenders that work for the racist owner were really cool. They both were polite and even said Sorry that we were being kicked out. So yea I found out that bar owner's name is Tommy. So yea everybody stop by this bar and tell him to grow the fuck up and stop being a racist.
430862,"-10 stars. They sit there and let their racist karaoke leader mock customers and get into altercations and shove women who are patrons of the bar. He has assaulted our our family by physically shoving  the hat of my brother deeper onto his head instigating a fight between a big group of people. This bar only supports their "" regulars"" and do not make new customers feel welcomed."
431831,"Their pho is excellent and I hate to say it but... I've gotten the vibe that they're racist here at Pho Avina. I am white and every time I went here in the past the waiters were really slow. After a waiter finally arrives to my table they would then take a while to get my food and drinks out and they wouldn't come back to check up on me. Even getting the check was a process and it took quite a while. I noticed that Asian people are greeted right away here, they are served quickly and the staff is overly friendly with them. I really hate to bring race into my review but I'm not the only one that feels this way. I took my family and friends here a few times and everyone agreed and noticed that Asian people get better treatment than whites here. This happened to me every time I dined here so it wasn't just a one time thing either."
432959,"my wife and i are extremely picky about japanese food--it's our favorite cuisine.  we have eaten sushi, teppan, and robata from san francisco to tokyo.  En is as good as it gets.  and how lucky are we that it's the closest japanese restaurant to our house?!  unlike the very racist reviewer below who basically said that a korean run place can't make good sushi, we don't care WHO makes the food as long as it's GOOD.  and this place is FANTASTIC.  our kids love it, and we love it.  their fish is fresh--surprise surprise, that happens to be important--unlike the ethnicity of the sushi chef.  the tofu is HOMEMADE--if you like agedashi tofu, En's homemade version is a delight.  not many places serve robata grill food and en's is excellent.  the service is very friendly and we've become such regulars that the wait staff know exactly what our kids order every single time.  when we leave for vacation we always look forward to coming back home and having a meal at en.  

A good meal is a good meal and friendly service is friendly service.  Our favorite japanese restaurant in the world happens to be in henderson, NV.  nothing wrong with that food snobs!"
437557,I overheard a male manager and female employee making very rude and racist remarks about chinese culture. This sort of behavior is ignorant and unacceptable in any situation. I found it to be extremely offensive and refuse to visit this location ever again.
445323,"I have only ordered out from Sakura. The place is always drab and empty no matter what time it is. The staff are always sitting around doing nothing. It really sucks to go in the restaurant. Their ""hibachi"" is a freaking joke. Do not expect to get normal hibachi dinners here, in fact, expect absolute crap! Their ""regular"" Asian menu is joketasiticly inferior to many of the other Asian choices in Squirrel Hill and cost almost the same. The staff seem nice, but jump when any customer walks through the door as if they are not expecting anyone. Now (and please excuse any conceived racist under tones. I assure you I am just stating pure fact), I have had my order screwed up over the phone almost every time I order from Sakura. I understand that you do not need to speak fluent English to take a delivery order, but you should know the menu. Yesterday, My wife and I ordered from there (very inexpensive for a weekday meal) I ordered my sushi correctly, even going over my order 3 times with the woman on the phone. When the food arrived(promptly), our bill was for $70!!!! And as if fleeing from the scene before we could find out, the delivery guy didn't give us a receipt. Upon opening my order, I found that they had quadrupled my order AND CHARGED ME FOR IT!!!!! I called to complain and the woman, who I could barley understand refused to accept that she made a mistake. I became a bit belligerent and she called over her manager. All I could hear was him explaining something in Japanese and the phone girl going ""OOOHHHHHH?!"" over and over. She DID make a mistake and I was awarded free sushi and my money back. Still, when I said I would be there tomorrow to get the proof of the credit to my card, she initially refused!!????? The manger in the background must of shaken his head or something because she finally agreed. All I want is my damn food for crying out loud!!!!!!!!! But...

Their sushi lunch specials are the best I have ever seen. for $3.99 you have your choice of 6 different kinds of rolls; great for a late day snack (you can order up until 3pm). But...

This is another sushi place that claims to have tuna rolls when they are Fatty tuna rolls, but charge for regular lean tuna. Also order early or you WILL get stuck with day old, been-sitting-around-all-day, hard fish. But...

Get them on a good day or early in the day and you will have adequate sushi for a competitive price."
447096,"We have been going to Mrs Whites for years now. We would go there as a treat every so often because there food was fantastic. Unfortunately it has really gotten pretty bad in the last year or so. Its really sad to, we loved Mrs Whites but not anymore. 
    The last couple times we went the food was pretty sub par. The portions were much smaller and the quality and taste was rather poor. A couple of times ago we went with myself, my mother and my brother. I dont want this to sound racist but I feel it needs to said. I felt like we were definitely the wrong color to be eating there. 
   The service was ok but i noticed it was much better for the ""locals"" who were there at the same time. We ordered and sat and waited for our meal. I watched as some of the people around me were brought the same thing I had ordered and it looked fantastic. Nice big pieces of chicken with large portions of sides. 
    Well finally our food came and what a disappointment. Our portions were MUCH smaller then everyone elses and the sides were about half the size. My mother ordered catfish, (her favorite thing there) and it looked like it was half a filet. My smothered chicken was 2 very small wings and one small breast, (I had ordered all white meat) and there was very little gravy and cabbage. 
     I went ahead and tried Mrs Whites one last time a couple weeks ago and it was more of the same thing. I ordered the smothered chicken again and when it arrived I received 2 small wings and a back bone with no meat. The table right behind me had the same thing and received 2 large breasts and a nice sized wing. After attempting to eat the skin off the back bone I gave up and ate what little else there was on the plate. My mother did get a nice sized catfish filet but both our sides were very small. 
    I no longer recommend Mrs Whites. It looks like the kids have taken over running the place and I think thats the problem. The gentleman who was always in the kitchen did a wonderful job of making the place a great choice for fantastic food but i dont see him there much anymore. 
   Stay away from Mrs Whites unless you happen to be the right color. Very sad."
447147,"All I can say is ""What the hell""? I'm so embarrassed by some of the reviews that point out this is the best soul food they ever tasted.   They only could justify that untruth if they did not grow to in a family that cooked with love or never been to  a Kentucky Fried Chicken.  The food and service was horrible.  My guest and I had to ask for silverware, cornbread and refilled....again ""what the hell"".   I was raised on soul food and know the difference between store bought and homemade.  Oh sure they doctor it up but totally got the prescription wrong.  The food has absolutely no flavor, lacks salt, lowreys seasoning, black pepper, garlic powder, mind you these are staples in cooking soul food especially Fried Chicken.  I'm African American so this next statement is not intended to be racist but come on black people, how can you tout yourself as the best Fried Chicken and truly taste horrible.  Again, ""what the hell"".   It's very easy to make gravy....especially if you have the drippings from your fried chicken so why did this gravy taste like it came from a can.  What surprised me most was to see the tourist eat their food like it was the best food they ever tasted.  Poor visitors, this is not soul food.  Save your 17.00 per plate and drink  and go have Kentucky or better yet Jack in the box.  Yes almost $34 for two plates of chicken and two drinks.  Honestly people ""what the hell""?"
448253,Worse service in Charlotte and Racist Ass old Waitress who only was short with me from the beginning ! Manager was nice and accompanying and professional unlike this OLD should have retired years ago waitress name I did not catch cause I asked for another. Food was good and the rest of staff was just this one lady who Did not change my feeling of Charlotte which I was here for a week were great!! This one lady unfortunately played my pre conceived notions of racist south but the rest of the great people I met in Charlotte were great. Too bad people like this lady still exist and reason why this place is getting only 3 stars !  Funny Thing is I tipped big to the 2nd waitress as I always do so at-least I could teach the racist with monetary loss
448260,Disgusting place with disgusting service . I am a global traveller who has spent his time in 20 odd countries and 40+ different airports and this is the worst among all. It's a racist joint. I didn't want to rate even 1
453062,"I wanted to take time out of my day to write this review for my friends at D10. First let me say that there are some reviews on here that are not warranted. I am a gay-Hispanic male that's been coming here for years and I can say that the good people at D10 are far from being racist and a homophobe (especially Angie and Lisa). As for JB being accused of running the KKK, all I have to say is take a look around at the patrons and the men and women that run D10...point in case. Now as for the ""stumpy"" comment, you should be ashamed of yourself for being less than a human being. With that being said, let's get down to business. 

The atmosphere here at D10 is what you'd expect from a neighborhood dive bar. There are a lot of regulars (me included) as well as some fresh faces, great music ranging from Motown to county to top 40's. As for the food, they have recently updated their menu for the better. With new favorites like the shaved rib eye with horseradish or a classic such as Mel's green chili Mac n cheese. While we're at it, let's throw in my favorite the honey hot chicken wings. The brew selection is great with craft beers and seasonal brews, as well as the good old domestics. Bottom line, D10 is a great place to hang out and kill time or pull up a couple of bar stools with friends for drinks, food, and laughter."
453737,"This was surreal. For demographic purposes: we are in our late 30s/early 40s. Gordie Brown seems like a talented guy, I just wish he'd make the material his own. We got all the references, we just didn't find them funny. Some of the impressions were good, but the jokes fell flat. They were racist and/or mean-spirited, and seemed very elementary. And by ""elementary"", I mean ""elementary school"". 

Examples:
Asians can't say ""r"" and are always pushing the egg rolls (cringeworthy impression of a ""generic"" Asian woman- he went here....a lot). 
Stevie Wonder and Ray Charles are blind (hilarious!). Elton John is soooooo gay! 
Bill Clinton is a lecher! Cigar joke! 
George W. Bush is really dumb! He makes up words!
Arnold Schwarzenegger is foreign! 

I could go on, but no reason you should have to suffer too. It's a shame. He seems to have a good singing voice and some of his impressions were quite good. The longest 90 minutes I've experienced in a long time."
463826,"We requested a song from a black artist to be played. We were told no because club owner racist. He refuses to play music by a black artist. He even went as far as to take songs that are sung by black and white artists, and edit out the black artists in the song.

Besides the fact that who is even racist anymore in this day and age, the scene of the nightclub is associated with a music style which is primarily black artists. I didn't stay long enough to see, but I imagine their playlist is 20 eminent songs and Macklemores Thrift Shop on repeat.

Unless you're organising your local KKK meeting, stay away. Stay far away."
464821,"My plane landed at 1:30. My friend took me straight to Z'Tejas for lunch, where we started in on some margaritas. We then hit 2 other places, and ended up at Saddle Ranch around 6:00.

There is a mechanical bull.

A guy hit on us by telling us a racist joke as his opening line.

We then settled in by talking to 2 guys who kept their left hands in their pockets the entire time. Uh huh.

I'm so glad I wasn't sober when we walked in, or else I wouldn't have been able to handle it. The universe was looking out for me that day."
466227,"I placed an online order on 1-22-11 at approximately 8:45PM and was assigned a pick up time of 9:16PM. I arrived at the location and was told that my order had not been started because the employees forgot to check the fax for an online order. There was another customer there who called in her order, arrived 30 minutes after the call and they still had not started preparing her food and she was being ignored as well. It was not busy, when I arrived, the manager was leaning against a broom talking on her cell phone. The employees were just milling around and no food was being prepared. Additionally there were only 3 tables of customers who were all eating, thus no reason why food should be delayed.  

Once I realized it would be another 30 minutes before they could even get to my order I asked for a refund and was refused. I asked 2 additional times for a refund and was refused again by the manager (who is the owner's wife). She did not speak English (per her employees) and because I am African American assumed that I didn't speak Spanish. She proceeded to use racist and derogatory language regarding me and my request to her employees and in ear shot of the restaurant patrons. She referred to me using the slang for whore, fat pig, and the Spanish slang for the N----- word. I continued to request a refund at which time she called the owner Jose Arriola who informed me that I was not getting a refund nor was I getting my food order and even if I called GOD it wouldn't help the situation.

I repeated my request for a refund while repeating back his statements for clarification. While I was speaking Jose ended the call by hanging up in my face. Once he ended the call, I asked the female manager? again for a refund. By this time I have been in the restaurant for over 40 minutes. I was told by an employee that Jose was on his way to speak to me in person and to resolve the matter. Within 5 minutes Jose arrived and started a conversation with a friend of his for an additional 30 minutes. I was told in confidence by one of the employees that he was stalling on purpose in hopes that I would either leave without my money or food, or I would cause a scene which would give him reason to call the police.

I remained calm and continued to ask at 2 minute intervals for a refund. Finally Jose came to the counter and stated that I would get a refund via online and that he cannot and will not issue a refund in person. I requested something in writing that he agrees to process a refund and that the refund would be placed on my credit card by Monday. He provided me with an incomplete sentence on my receipt stating ""Refund order because of ASAP"" with his signature. 

My fear is that he is in fact not going to refund my money and will claim that I received my order. At this point I have filed a complaint with the Arizona AG's office and I am contacting my bank tomorrow (thankfully they are open on Sundays) to begin fraud proceedings. Needless to say I am NEVER eating at another Wingstop anywhere in the world and will encourage others to never eat there again. 

Beware if you go to the Wingstop on Dobson in Mesa, you may not get your food and you DEFINITELY will not get a refund."
471527,"Had a bad experience with this lady named Debra, 4/2/2014. My cousin is a member and he forgot his Amex card. We only realize at the counter that we forgot our cash and my Amex card. Debra started lecturing us. With my cousin's thick accent, she thought I didnt understand a single English word. After numerous eye rolling, and insults, she didnt scan the items. The atm's failed to spit out $300. She was very racist and verbally abusive. She was rushing because it was 8.30pm. This is how you treat your members?"
475685,"I used to LOVE this bar! They remodeled it from when I used to go. When I first started dating my BF and was new to Phoenix we used to go here a lot. The bartenders here were great! And they knew how to mix a drink! Especially the Asian woman, she was super nice and mixed one of the best sex on the beaches I have ever had! Kept me coming back, I also used to love the vibe of the bar, sometimes it got loud most of the time it was laid back during the summers since ASU students were probably back home.

I did have a particular incident which made me stop going so much when a fellow customer called me a ""colored girl"". I won't say he was racist nor will I say it was the bars fault because honestly he was hassling the bartender also. He was too drunk and talking out of the side of his neck, and his friend with him bless his heart.... but I didn't particular LIKE being in an environment where I was being offended and yet paying the same amount as the next guy. 

All in all this bar is good and well! I miss coming here, but I no longer live in Phoenix anymore so it's a thing of the past, but if your looking to stray off Mill this wouldn't be a bad place to come!"
479749,"I wish that I could give Fry's 0 stars. Let me set the stage: My 24 year old Costa Rican husband and I (22 and caucasian) need to run an errand to finish a construction job that we are working on.  After picking up the supplies that we need, we both feel hungry and decide to go to Fry's to get food at their deli.  Conveniently, we were able to do some grocery shopping as well, which included pantry staples and beer.  After spending 45 minutes in the store, we finally make it to checkout.  I hand over my id to the woman at the register (I am paying).  She then tells me that she needs to see my husband's id as well.  My husband did not have a wallet or any form of identification on him.  He left everything at the worksite. She tells me that it's a state law, which is b*******, because any other time we have gone into a grocery store here with other family members or friends no one has EVER asked to see more than one person's id. Fry's isn't a liquor store; you don't have to be 21 to enter and shop. Do they tell parents who go shopping with young children that they can't sell them beer because they are in the presence of minors?  Then I start to think: is this lady being a super racist and attempting to incarcerate my husband who is here LEGALLY based completely off of his looks? Yes.  Because I'm white and he's Latino, we can't possibly be an innocent couple going grocery shopping.  If I were there with my father or my brother, would they ask to see id? No. It has never happened before.  We left Fry's without making a single purchase, and I will NEVER visit there again for ANYTHING.  If I were bleeding to death, and the only place within 500 miles were a Fry's, I wouldn't even stop their to get bandages to stop the bleeding.  My husband and I are so offended.  We both left hungry, and had to stop at another restaurant to pick up lunch.  I still have to go out and do grocery shopping.  Fry's wasted my time.  I will never get that 45 minutes of my life back, and that happening threw off my entire day.  I have alerted my family as well, and they will never be shopping at Fry's again either."
481059,"Special hidden gem.  This place has been open since 2008 and has only 15 reviews.  I would have never hit this place up had it not been for a Groupon coupon ($7 for $15 in food)

This is Soul food at its finest.  We had their chicken and waffles which comes with one waffle and 3 whole chicken wings.  I made love to them chicken wings.  I don't leave any meat, skin, or cartilage on the bone.  The bone is sucked dry and rightfully so as it is perfectly seasonsed with the delicious cripsness.  The waffles are similar to Roscoe's in texture but the flavor was really good.  I wish the waffles were a little crisp but they are more of a pancake waffle texture.

In addition to the chicken and waffles, we tried their Grits which were butterty, rich, and went down smoothly with the Chicken and Waffles.  Throw in a side of greens and 2 drinks and w/o the Groupon it was only $21. 

Ok I'm not being racist here but you have to judge the food by its loyal customers.  For instance, if you go to a Korean restaurant and see 99% white people, it's probably not good....right?   As we walked into Gritz with all 9 of its tables, we were the only non-AA people there.   To me, that means I hit the jackpot when it comes to soul food.  Sorry....I had to go there....but it's true.  At least I'll say it :)

The owners were super nice and chatted with us about the food.  We told them we'll be back and for good reason.  Cheap, delicious, home comfort food at its finest.  Considering how much love M&M gets, Grifz Cafe should as well.  Be sure to check them out!"
482385,"I had a terrible customer experience at this location today which is franchise owned by a lady named Pam and her husband.  I went in to order a drink that I had ordered two days prior from the same store.  The lady who took my order was Pam.  She said she could not fill my order because she was told to stay away from special orders.  I asked if I could speak with the manager and she acted like she did not hear me.  After going back and forth I decided to order the Veggie Delight minus ginger.  Another cashier by the name of Gabriela came to the front to take my order, Pam was rude, pointed at me and said I don't know what she wants.  There was about 5 people behind me in line, so I placed my order and stood at the pick up counter.  They fixed my juice last and put ginger in my juice even though I requested none.  I asked who was the manager, and they gave me a name Dom.  Five minutes later another girl came from the back to refund my order.  I asked again who was the manager and she said she was.  I asked who was the owner and she said Pam and her husband.  I proceeded to tell her about the poor customer service.  She never apologized or offered to fix my drink.  I told the manager I felt like her staff was being racist and will never again come back to that establishment."
483951,"The Sushi was okay. Nothing super special. Customer Service wasn't that good, I'm so tired of dealing with racist businesses. And I don't feel they treated my party like everyone else. The food took forever and they said goodbye loud and nicely to everyone but my party, people of color. This is a diverse neighborhood and racism should not be tolerated."
486122,"This place could have been amazing, I'll never know.

My husband, who is vegetarian/vegan, and I, being Vietnamese, thought this would be a great place to try during our visit to PHX this past weekend. 

The trouble started when the owner, a white man, asked me why I didn't have a ""vietnamese nose"". I was taken aback, and did not know how to respond. I said, ""what do you mean?"" he replied, ""you know, wider and flatter. You know, my wife is Chinese and raised in Vietnam."" I was flabbergasted. I mean, I know he wasn't intending to be hurtful or borderline racist or whatnot, but it really bothered me that he felt he could say this to a complete stranger, let alone a patron in his restaurant, and that he felt justified simply because his wife is asian?? All I could muster up was ""uhhh you'll find that people can look a variety of ways.""  

I don't know, even though he apologized, my husband and I were left with a very bad taste in our mouths and we ended up leaving before we could order. 

The owner was just weird, unprofessional, and inappropriate. It doesn't matter if the food is good, we weren't even able to get to that point.  It all turned out great though, because we ended up going to Green (see my review) that was close by, and it ended up being even better."
489351,"This place really cracked me up with all the juxtapositions it had. First of all, this has to be the tiniest sit down restaurant I've ever been to. It was almost as if we were eating in a phone booth. That being said, it wasn't uncomfortable at all; just funny when you looked around and realized how small it was. Also, inspite of it's tininess, the furnishings and how it was decorated was really nice, like to the point where it was noticeable, and I really liked that. Also the food was absolutely amazing from the bread they brought out, to the pizza I had, to the calzone my friend had. They really really REALLY knew their way around an Italian kitchen. Which is funny to me because, not to be racist at all by any means, but there seemed to be only people who are Hispanic working there, which you don't usually expect to see, but even if they were Italian, they still exceeded my expectations of authentic cuisine and dining experience so I give them a lot of credit for being able to do that. And when I speak of authenticity, my minor in college was in Italian and based on that, I can vouch for them being more than competent in that dept. And for as great as the food was, the prices were totally fair too and that is probably the best $12 pizza you will find in the Phoenix area. It's definitely a hole in the wall type joint and the area it's in is nothing glamorous. The customers even seemed kinda rough looking and not the kind of people you would expect to see in a nice place like that (but otherwise very nice and cool people), but add all of that to the pile of juxtapositions to this place that have really caused me to like it all the more because of that and give it a well deserved 5 stars. Also our server was incredibly nice too. The only knock I would give it is that to get to the bathroom you have to go to the back in sort of the kitchen area, but there's not much they can really do about it since the place is so tiny and there's literally no other place they can put one. It is a nice bathroom though fwiw."
491182,"Besides the racist joke about all single mothers are black, my nipple piercing went fairly quickly. They hurt like hell but I like it."
495655,"So, a group of friends and I ATTEMPTED to go Suite to celebrate a birthday, after about 20 minutes of waiting in line, there was about 15 people ahead of our group in line and maybe another 10 or so behind us (mind you, at this time all the people in line are a minority of some sort); a white man with a green shirt and khaki pants comes out and approaches the line then tells everyone, ""Hey guys, we're currently at capacity and it may be over an hour before we can let anyone else in. I'd hate for you to spend all night in line."" The people behind us in line decided to walk away, then less than 5 minutes later 3 white women walk up behind us in line and the guy that JUST told us that ""we're currently at capacity"" walks up to them and asks, ""you're on 'the list', right?"", one of the girls responds, ""what?"" with a confused look so he repeats, ""you're on 'the list'?"" as he nods his head so she says, ""sure"" then he escorts them inside... Being as how the people ahead of us were all minorities and we too were a mixed group of black and Asians, were curious if the ""capacity"" just meant ""too many brown people"" so we waited a little longer to be sure. About 5-7 minutes later, 2 minority males get in line behind us followed by 2 white men, then the guy in the green shirt goes up to the 2 white men repeating the same question about ""the list"" and escorts them in...I'm not saying they are a racist establishment, but there is something VERY suspicious going on there. I will NEVER go back!!!!!!... I did have a great time at BUBBLE though and would recommend it over Suite any day"
497302,I like the food. Many TVs and it closes at 2am. Some of the food are good and some are tasteless. The first time I went there this waitress was really nice. Tonight I went there I experienced a racist waitress which was not nice.
500757,"they usually have everything that any othe subway would have. so consider my 3 stars as per other subways. the place is alright good seating, sub par subway smell, you know what i mean.

the only problems that i see are that the employees are predominantly russian, or rather from the stan former soviet republics. i'm racist and all but in this case it makes ordering slightly harder. still they are nice there.

i eat here all the time for lunch since i like sandwiches a lot. cheapest high quality sandwich footlong blt with tons of veggies and sweet onion sauce. veggies are free bro learn to like them higher calorie/dollar and much better nutrient/dollar. 6 inch go crazy its all cheap"
501838,"Seriously, this is the last place in Charlotte or pretty much in the world you would want to to visit. It's been moved three times. I've heard of brutal fights and shootings.

Then and friend and I visited this bar the other night and I got one word. GHETTO. Sorry if this sounds racist but I think was with a black friend with a gun and even he was nervous!

Not much else to say"
504554,"This outlet store of burberry is not the best place. I'm talking about customer service which was lacking. None of the sales persons greeted me or at least asked me if I needed help. Because of that, even if i wanted to buy shoes, i decided not to! Sales people were just chatting with each other. I noticed though, there was a white couple who entered the store after i did and they were greeted nicely. I say, people are pretty racist over there at north premium outlet burberry because when primm had a burberry store, i had a great service. Too bad they are not there anymore. This one at premium sucks. I will never shop there."
516609,"Been here a couple if times with my grandmother before, it's always packed and running 15 minutes behind schedule. If your appointment is at 8:30am, they will not get you in a room perhaps 8:50am. Then once you get a room you wait 20 minutes to see a doctor. 
Last visit, I accompanied my mom of 53 yrs. who got sent by her primary doctor because he was concerned for her because she had been having a high heart rate. We waited 25 minutes after her scheduled appointment then another 20 minutes for Dr. Stern to arrive. Once he arrived he was not a pleasant man at all. He was rude, disrespectful and non empathic. Honestly never met such a old racist asshole. After that visit, I certainly did not allow my mom to reschedule. 


IN OTHER WORDS. DO NOT GO HERE. ITS DIRTY, PEOPLE ARE RUDE, RUNNING EXTREMELY LATE AND INCONSIDERATE OF PEOPLE NEEDS!  APPOINTMENTS SHOULD BE UNNECESSARY HERE, SINCE THEY NEVER LET YOU IN ON YOUR SCHEDULE TIME."
531074,"They are crap.  Possibly racist against asians.

Supposed to be open 24 hours.  Walked up to the door.  Some guy sees me.  Both doors dont open.  Doors are locked.

So i begin walking to my car.

Then some old white dude walks up to the door.  Bam.  They rush to the door to let him in.  Wtf?!?!?!?

Been in n out of here at night because i began working around the area.  Never have they ever said hi or greeted me at the checkout.  Only once i was helped my a young kid at checkout.  That is all!

So besides the young college guy.  Everyone rlse there have crap customer service skills."
535067,"Was great food. loved the fried fish and Okra. The staff very friendly. 
My only problem was, I was the only white person in the place. The two young African American sitting next to me, were saying unbelievable racist rants about white people , not to themselves but very loud so I could hear it. The whole place heard it. No management intervened. Made me very uncomfortable and I will not go back."
539314,"This is one racist place! I'm a proud Asian. Some of my Asian friends and I went in to check it out. Some went use the restroom and the others went to the bars to buy drinks. One of the worker told one of my buddies that he and the rest of us didn't belong there. One friend got dragged and thrown out the back because the bouncer accused him of pissing in the corner of restroom. This was false accusation because he didn't do it. The bouncer was even there when it happened. He just wanted us out. 

Soon we rounded up our crew because we were treated like shit there and we didn't want the situation to escalate. One of our lady friend was at the counter ready to buy some drinks. The bartender comes by, not to say ""hi what would you like,"" but instead he told her that she needs to buy a drink in order to sit at the bar table and to even be in their ""fine"" establishment. She decided to buy a drink despite the unfriendliness of the bartender. Now imagine this. The two mix drinks she bought costed her $50 when it should've only costed around $7 per drink. RIDICULOUS! We were outraged and stormed out, some of us having to hold back a few of the angered friends. As we walked out the bouncers made sure we were out for good. If you are not white, don't go in there. And even if you are white, please know better not to support establishments such as Tiki Shack. It says a lot about the managements morality in how they run their business and treat their customers. They need to check the year they are living in."
539559,"I wish there was a negative number because they don't even deserve a single star I was going in for ice had a hot bottle of water it was a 110 degree weather the manager made a messed up comment the girl at the register said I have to pay for ice and in a very rude tone and wile walking out I herd a snide comment from the manager it was racist and I will never forget it and all my friends family anyone else don't eat McDonald's Jack in the box or Wendy's are way better for you anyways 
The kids play area is dangerous big door kids can slam hands in it"
541714,"Golden coast II. ChinaCafe will just call you racist if you bitch about the order being wrong, then say call grubhub."
542788,"This establishment is downright racist.  We were told that we could sit in the booths and that it was first come first serve at the time.  Another couple proceeded to sit down at our booth and then we were told that we had to leave for no apparent reason.  The only different between us and them was race.  The bouncer then proceeded to scream at my friend that she needed to leave or he was going to make her leave.  All this was going on as the rude couple who took the table yelled and pointed middle fingers at us.  They were never asked to leave.  Very unfair, rude, racist treatment.  And actually before this event occurred I went to the bar to get a drink and was told by a bar tender that he was too busy to take my order and that I needed to find another bar tender.  Definitely the LAST time I will ever visit this establishment.  What a shame that people still get treated this way this day in age."
554719,"I wanted to give this McDonalds NO STARS, but I didn't know if I could.  Anyway, if you want your order WRONG, this is the place to be!! I have gone here on many occasions and out of 10 orders, 8 have been wrong. Be careful when Ordering a Sausage McMuffin, you will GET EGG PUT ON IT THERE.  I even took my order back and they gave me the same thing again WITH EGG, when I specifically said SAUSAGE MCMUFFIN!!!  I love all people and I am not racist but, if you gonna work in AMERICA you gotta not only SPEAK English, but UNDERSTAND it too!!!"
554936,Beware of this extremely racist place. If your not a local black person I guess  stay away.. This is my second & last time visit  this  F place... Food was dry had to send back ask for quarter chicken white instead they bring me out dark meet.. I told the waiters she just said ok.. Tip her $6 on $23 tap & got the heck out of there. Buyer be wear my stomach is upset I'm ready to go back down there & throw up in this place
555029,"TERRIBLE STAFF AND OWNERSHIP!!!! I work in hospitality and I've NEVER been treated so badly. These people have no clue how to treat their customers. I'm not racist by any means, but these people were Asian and just VERY rude!!! I don't recommend going there at all."
566391,"If I could give zero stars I certainly would.  I recently moved to the Phoenix area and rented a home from a private owner.  The property was managed by MEB rentals.  The entire paperwork process was a joke.  They demanded information from me that no company has ever requested.  Information the United States government never even requested when I joined the Marines.  They refused to honor a legal requirement by refusing to waive a security deposit for my Nationally recognized service dog.  I gave up the fight after a week because it was not worth the $250.  

Upon move in is when things got even worse.  When I had seen the property it had a beautiful green lawn.  When I arrived on move in day it was COMPLETELY DEAD.  They had shut the water off all month and had the let the grass go to hell.  Within the first week I had my sprinklers fixed, repairs to the garage door, and a  new water heater put in.  The fridge that was supplied does not make ice or dispense water.  Missing cabinet shelves ETC.

I had no keys to the mailbox and had to obtain them myself at a cost of $40.  I have been here a month and I still don't have a pool key.  Phoenix AZ in July with no pool key.  HORRIBLE!!!!!  Every time I call it takes them a few days to get back to me.  Every time I ask about something they pass the blame to another person or party.  

While I normally hate calling people out by name, I believe their incompetence in this situation warrants such personal recognition.  I have called the Manager Brandi Walsh no less then 10 times and have NEVER got a call back.  While her Co-Worker Kaitlin Beisgen ""occasionally"" calls back, it is never with good news and always seems to a burden for her to do so.    

If it wasn't so hot out I would consider living on the street under a freeway overpass. At least then I would not have to deal with the nonsense and unprofessional-ism that is MEB Rentals.  If you have other options, look into staying at a property run by ANY other company.  I would rather stay at a property run by the racist ***hole Donald Sterling then MEB Rentals."
